词语	词性	词频	一元概率
994.5亿	m	2	0.000013
9:00-11:00	m	2	0.000013
A15	n	2	0.000013
A16	n	2	0.000013
ERP	n	2	0.000013
G1501	n	2	0.000013
GDP	n	2	0.000013
IC	n	2	0.000013
ICT	n	2	0.000013
IP	v	2	0.000013
LCD	n	2	0.000013
LED	v	2	0.000013
NFC	n	2	0.000013
RFID	n	2	0.000013
S4	n	2	0.000013
TD	n	2	0.000013
TFT	n	2	0.000013
[2008]	n	2	0.000013
[8月27日]	n	2	0.000013
[8月6日]	n	2	0.000013
com:office:smarttags	n	2	0.000013
st1	n	2	0.000013
安居	v	2	0.000013
按时	d	2	0.000013
案卷	n	2	0.000013
奥运	n	2	0.000013
八万	m	2	0.000013
半导体	n	2	0.000013
办案	vn	2	0.000013
办发	v	2	0.000013
帮助	vn	2	0.000013
包干	vn	2	0.000013
包含	v	2	0.000013
包某	nr	2	0.000013
薄膜	n	2	0.000013
保底	vd	2	0.000013
保民生	nr	2	0.000013
保卫	vn	2	0.000013
保值	vn	2	0.000013
宝安	ns	2	0.000013
宝山	nr2	2	0.000013
宝兴	ns	2	0.000013
宝杨路	nr	2	0.000013
报名	vi	2	0.000013
报纸	n	2	0.000013
北段	n	2	0.000013
背景	n	2	0.000013
备份	n	2	0.000013
奔波	vi	2	0.000013
本部	n	2	0.000013
比较	vn	2	0.000013
比特	q	2	0.000013
壁球	n	2	0.000013
编目	vn	2	0.000013
便民	v	2	0.000013
便于	v	2	0.000013
变动	vn	2	0.000013
标志	v	2	0.000013
表率	n	2	0.000013
玻璃	n	2	0.000013
拨款	vn	2	0.000013
博村	nrf	2	0.000013
博览会	n	2	0.000013
补办	v	2	0.000013
补缴	v	2	0.000013
不等	vi	2	0.000013
不符	v	2	0.000013
不仅	c	2	0.000013
不良	a	2	0.000013
不满	a	2	0.000013
不满	an	2	0.000013
布展	vn	2	0.000013
裁缝店	n	2	0.000013
财产险	n	2	0.000013
采集	v	2	0.000013
菜篮子	n	2	0.000013
参观	v	2	0.000013
参展	vi	2	0.000013
参照	v	2	0.000013
参照	vn	2	0.000013
残疾	n	2	0.000013
策略	n	2	0.000013
侧重	vd	2	0.000013
测评	v	2	0.000013
层级	n	2	0.000013
查找	v	2	0.000013
差别	n	2	0.000013
差别化	vn	2	0.000013
差额	n	2	0.000013
拆迁户	n	2	0.000013
长宁	ns	2	0.000013
长远	a	2	0.000013
长治久安	nl	2	0.000013
偿债	vn	2	0.000013
厂长	n	2	0.000013
超前	ad	2	0.000013
超收	v	2	0.000013
彻底	ad	2	0.000013
沉淀	vi	2	0.000013
沉着	ad	2	0.000013
陈列室	n	2	0.000013
城建	n	2	0.000013
成本价	n	2	0.000013
成长	vn	2	0.000013
成功	an	2	0.000013
成绩	n	2	0.000013
成交	v	2	0.000013
成套率	n	2	0.000013
乘车	vi	2	0.000013
承发包	n	2	0.000013
承重	vi	2	0.000013
初次	d	2	0.000013
初见成效	vl	2	0.000013
出版	v	2	0.000013
出发	vi	2	0.000013
出来	vf	2	0.000013
出栏	vi	2	0.000013
出面	vi	2	0.000013
出去	vf	2	0.000013
出生	vi	2	0.000013
出生率	n	2	0.000013
出租车	n	2	0.000013
厨房	n	2	0.000013
除外	vi	2	0.000013
传感器	n	2	0.000013
传染病	n	2	0.000013
创造	vn	2	0.000013
春节	t	2	0.000013
纯收入	n	2	0.000013
从严	d	2	0.000013
促进	vn	2	0.000013
促销	vn	2	0.000013
村级	b	2	0.000013
村落	n	2	0.000013
存储	vn	2	0.000013
错综复杂	vl	2	0.000013
打印	v	2	0.000013
大幅度	d	2	0.000013
大量	m	2	0.000013
大桥	n	2	0.000013
大事	n	2	0.000013
大厦	n	2	0.000013
大中型	b	2	0.000013
大中专	n	2	0.000013
代表	v	2	0.000013
代表性	n	2	0.000013
代为	v	2	0.000013
担保	v	2	0.000013
单证	n	2	0.000013
当地	s	2	0.000013
当时	t	2	0.000013
当事人	n	2	0.000013
党员	n	2	0.000013
道歉	vn	2	0.000013
灯光	n	2	0.000013
低息	n	2	0.000013
滴水	n	2	0.000013
抵扣	vn	2	0.000013
地界	n	2	0.000013
地上	s	2	0.000013
地图	n	2	0.000013
第61	m	2	0.000013
第七	m	2	0.000013
第三十四	m	2	0.000013
第十三	m	2	0.000013
点播	v	2	0.000013
电磁	n	2	0.000013
电缆	n	2	0.000013
电影	n	2	0.000013
电站	n	2	0.000013
店员	n	2	0.000013
调动	v	2	0.000013
调剂	v	2	0.000013
定额	d	2	0.000013
定额	n	2	0.000013
定向	b	2	0.000013
东部	f	2	0.000013
东海	ns	2	0.000013
东华	nz	2	0.000013
东西	n	2	0.000013
董事会	n	2	0.000013
动物	n	2	0.000013
洞口	n	2	0.000013
杜绝	v	2	0.000013
断档	vi	2	0.000013
对外贸易	nl	2	0.000013
多样化	vn	2	0.000013
多元	b	2	0.000013
俄罗斯	nsf	2	0.000013
二极管	n	2	0.000013
二十	m	2	0.000013
二手	b	2	0.000013
发电机组	n	2	0.000013
发放	vn	2	0.000013
发送量	n	2	0.000013
法制化	vn	2	0.000013
繁重	a	2	0.000013
反复	d	2	0.000013
返回	v	2	0.000013
方便	a	2	0.000013
方便	an	2	0.000013
房管	v	2	0.000013
房子	n	2	0.000013
防办	n	2	0.000013
访问	vn	2	0.000013
放大	v	2	0.000013
放松	vn	2	0.000013
氛围	n	2	0.000013
分包	v	2	0.000013
分包	vn	2	0.000013
分布	vn	2	0.000013
分担	v	2	0.000013
分开	vi	2	0.000013
分税制	n	2	0.000013
分享	vn	2	0.000013
封闭	vd	2	0.000013
风格	n	2	0.000013
风机	n	2	0.000013
服饰	n	2	0.000013
抚养	v	2	0.000013
赋予	v	2	0.000013
复查	vn	2	0.000013
复函	n	2	0.000013
复线	n	2	0.000013
父母	n	2	0.000013
富豪	nz	2	0.000013
附件	n	2	0.000013
妇女	n	2	0.000013
概念	n	2	0.000013
感情	n	2	0.000013
感受	v	2	0.000013
纲领性	n	2	0.000013
港务	n	2	0.000013
杠杆	n	2	0.000013
高等学校	nl	2	0.000013
高等院校	n	2	0.000013
高地	n	2	0.000013
高举	v	2	0.000013
高龄	n	2	0.000013
高能耗	n	2	0.000013
高中	n	2	0.000013
告示	n	2	0.000013
个贷	n	2	0.000013
个体经济	nl	2	0.000013
各地	rzs	2	0.000013
各国	rzs	2	0.000013
各具特色	bl	2	0.000013
各自	rr	2	0.000013
根本	n	2	0.000013
更新	v	2	0.000013
工本费	n	2	0.000013
工会	n	2	0.000013
工期	n	2	0.000013
工人	n	2	0.000013
工作日	n	2	0.000013
工作者	n	2	0.000013
工作制	n	2	0.000013
供电	vn	2	0.000013
供热	vi	2	0.000013
供需	n	2	0.000013
公害	n	2	0.000013
公检法司	n	2	0.000013
公开性	n	2	0.000013
公章	n	2	0.000013
公正	a	2	0.000013
股份制	n	2	0.000013
顾克英	nr	2	0.000013
挂失	vi	2	0.000013
关心	vn	2	0.000013
关注	vn	2	0.000013
管保	v	2	0.000013
管道工	n	2	0.000013
管理者	n	2	0.000013
贯穿	v	2	0.000013
光明	n	2	0.000013
光源	n	2	0.000013
广东	ns	2	0.000013
规律	n	2	0.000013
规模化	vd	2	0.000013
归还	v	2	0.000013
归入	v	2	0.000013
国防	n	2	0.000013
国计民生	nl	2	0.000013
国际化	vi	2	0.000013
国企	n	2	0.000013
国情	n	2	0.000013
国庆节	t	2	0.000013
国外	s	2	0.000013
国债	n	2	0.000013
过户	vn	2	0.000013
过剑飞	nr	2	0.000013
海路	n	2	0.000013
海事	n	2	0.000013
海域	n	2	0.000013
海运	vn	2	0.000013
韩正	nr	2	0.000013
含量	n	2	0.000013
航线	n	2	0.000013
好好	d	2	0.000013
好评	n	2	0.000013
和谐	ad	2	0.000013
何时	ryt	2	0.000013
合法性	n	2	0.000013
合用	v	2	0.000013
合作社	n	2	0.000013
很多	m	2	0.000013
横向	n	2	0.000013
哄抬	v	2	0.000013
后来	t	2	0.000013
互相	d	2	0.000013
户数	n	2	0.000013
户外	s	2	0.000013
华晨	nz	2	0.000013
划分	vn	2	0.000013
化学品	n	2	0.000013
还款	vn	2	0.000013
换乘	v	2	0.000013
黄金水道	n	2	0.000013
黄浦江	ns	2	0.000013
回暖	vi	2	0.000013
回升	vn	2	0.000013
惠民生	nr	2	0.000013
会长	n	2	0.000013
会议室	n	2	0.000013
汇报	vn	2	0.000013
汇总	v	2	0.000013
获准	v	2	0.000013
货场	n	2	0.000013
机床	n	2	0.000013
机动	b	2	0.000013
稽查	vn	2	0.000013
激发	v	2	0.000013
激励	v	2	0.000013
集成	b	2	0.000013
集成	v	2	0.000013
集团公司	n	2	0.000013
集约化	v	2	0.000013
急救	vn	2	0.000013
急需	v	2	0.000013
技术性	n	2	0.000013
计委	n	2	0.000013
记者	n	2	0.000013
纪检	n	2	0.000013
嘉兴	ns	2	0.000013
家长	n	2	0.000013
家用电器	nl	2	0.000013
加工业	n	2	0.000013
价值	n	2	0.000013
监控	v	2	0.000013
间接	b	2	0.000013
肩负	v	2	0.000013
检测	v	2	0.000013
检验	v	2	0.000013
简单	a	2	0.000013
减免	vn	2	0.000013
减轻	v	2	0.000013
健身房	n	2	0.000013
建材	n	2	0.000013
建国	vi	2	0.000013
建交	vi	2	0.000013
建筑业	n	2	0.000013
江苏	ns	2	0.000013
交界处	n	2	0.000013
郊区县	n	2	0.000013
教师	n	2	0.000013
教授	n	2	0.000013
教育局	n	2	0.000013
轿车	n	2	0.000013
街坊	n	2	0.000013
节目	n	2	0.000013
节能灯	n	2	0.000013
节庆	nz	2	0.000013
节约	vd	2	0.000013
节约	vn	2	0.000013
结合	vn	2	0.000013
结婚	vi	2	0.000013
结束	v	2	0.000013
解释	v	2	0.000013
界定	v	2	0.000013
金陵	ns	2	0.000013
金牌	n	2	0.000013
金桥	n	2	0.000013
紧急	a	2	0.000013
紧急	ad	2	0.000013
紧迫	a	2	0.000013
紧张	a	2	0.000013
锦标赛	n	2	0.000013
进出	v	2	0.000013
进展	vi	2	0.000013
尽力	d	2	0.000013
经典	n	2	0.000013
静安	nr2	2	0.000013
竞技	n	2	0.000013
竞争	v	2	0.000013
九五	m	2	0.000013
救护车	n	2	0.000013
救济	vn	2	0.000013
救助	v	2	0.000013
就餐	vi	2	0.000013
局域网	n	2	0.000013
举一反三	vl	2	0.000013
举债	v	2	0.000013
据实	d	2	0.000013
捐赠	vn	2	0.000013
卷烟	n	2	0.000013
决策	vi	2	0.000013
决议	n	2	0.000013
均等	vi	2	0.000013
军工	n	2	0.000013
开辟	v	2	0.000013
开局	n	2	0.000013
开具	v	2	0.000013
开门	vi	2	0.000013
开通	v	2	0.000013
勘察	vn	2	0.000013
看到	v	2	0.000013
康复	vn	2	0.000013
考察	v	2	0.000013
考试	vn	2	0.000013
科学化	vn	2	0.000013
科学性	n	2	0.000013
可靠	a	2	0.000013
可能	n	2	0.000013
克服	v	2	0.000013
客机	n	2	0.000013
空气	n	2	0.000013
快递	v	2	0.000013
扩容	vn	2	0.000013
扩展	v	2	0.000013
拉开	v	2	0.000013
来访	vn	2	0.000013
老港	ns	2	0.000013
老化	vi	2	0.000013
老师	n	2	0.000013
类同	v	2	0.000013
离婚	vi	2	0.000013
离开	v	2	0.000013
理事	n	2	0.000013
李逸平	nr	2	0.000013
厉行节约	nl	2	0.000013
历届	b	2	0.000013
利好	n	2	0.000013
立体	b	2	0.000013
隶属	vn	2	0.000013
联合	v	2	0.000013
联手	vd	2	0.000013
连接	v	2	0.000013
列支	vn	2	0.000013
琳达	nrf	2	0.000013
零税率	n	2	0.000013
灵活	a	2	0.000013
留成	n	2	0.000013
流感	n	2	0.000013
流水号	n	2	0.000013
漏水	vn	2	0.000013
卢湾区	ns	2	0.000013
绿化带	n	2	0.000013
论证	vn	2	0.000013
买房	v	2	0.000013
贸易	v	2	0.000013
梅龙镇	nr	2	0.000013
媒介	n	2	0.000013
每人	r	2	0.000013
每天	r	2	0.000013
美国	nsf	2	0.000013
美容	vn	2	0.000013
门槛	n	2	0.000013
门口	s	2	0.000013
门类	n	2	0.000013
门路	n	2	0.000013
免费	vi	2	0.000013
免税	vi	2	0.000013
免税	vn	2	0.000013
免疫	vn	2	0.000013
面点	n	2	0.000013
面上	s	2	0.000013
民国	n	2	0.000013
明示	v	2	0.000013
明示	vn	2	0.000013
明晰	a	2	0.000013
明细	b	2	0.000013
名词	n	2	0.000013
谋划	v	2	0.000013
某人	rr	2	0.000013
募集	v	2	0.000013
那些	rz	2	0.000013
耐用	a	2	0.000013
南路	nr2	2	0.000013
南翔	nr	2	0.000013
南翼	s	2	0.000013
内涵	n	2	0.000013
内在	b	2	0.000013
内资	n	2	0.000013
能量	n	2	0.000013
拟定	v	2	0.000013
年份	n	2	0.000013
年会	n	2	0.000013
宁南	ns	2	0.000013
牛奶	n	2	0.000013
农机具	n	2	0.000013
农田水利	nl	2	0.000013
农资	n	2	0.000013
农作物	n	2	0.000013
努力	an	2	0.000013
欧盟	n	2	0.000013
排查	v	2	0.000013
排放	v	2	0.000013
排放量	n	2	0.000013
排水	vn	2	0.000013
判断	v	2	0.000013
赔付	v	2	0.000013
配套	ad	2	0.000013
棚户	n	2	0.000013
匹配	vi	2	0.000013
票价	n	2	0.000013
贫困	a	2	0.000013
平改坡	nr	2	0.000013
平均	v	2	0.000013
平时	t	2	0.000013
凭借	p	2	0.000013
评测	vn	2	0.000013
评定	vn	2	0.000013
评审	v	2	0.000013
破除	v	2	0.000013
破坏	v	2	0.000013
破解	v	2	0.000013
普工	nr	2	0.000013
欺诈	vn	2	0.000013
妻子	n	2	0.000013
旗帜	n	2	0.000013
起草	v	2	0.000013
启航	vi	2	0.000013
牵头	vi	2	0.000013
千伏	q	2	0.000013
千瓦小时	q	2	0.000013
签名	vi	2	0.000013
签约	vi	2	0.000013
钳工	n	2	0.000013
前方	s	2	0.000013
前瞻性	n	2	0.000013
嵌入	v	2	0.000013
欠费	n	2	0.000013
强制	vd	2	0.000013
巧克力	n	2	0.000013
青春	n	2	0.000013
倾斜	vn	2	0.000013
清册	n	2	0.000013
清洁工	n	2	0.000013
清晰	a	2	0.000013
请求	v	2	0.000013
求真务实	vl	2	0.000013
区别	n	2	0.000013
区属	b	2	0.000013
区位	n	2	0.000013
区域性	n	2	0.000013
屈臣	nr	2	0.000013
全力以赴	vl	2	0.000013
全面	a	2	0.000013
全球化	vn	2	0.000013
全球性	n	2	0.000013
全员	n	2	0.000013
全资	n	2	0.000013
缺陷	n	2	0.000013
燃气	n	2	0.000013
热点	n	2	0.000013
人大代表	n	2	0.000013
人工	b	2	0.000013
人流	n	2	0.000013
人事处	n	2	0.000013
人事局	n	2	0.000013
认定	vn	2	0.000013
认证	vi	2	0.000013
日本	nsf	2	0.000013
日间	t	2	0.000013
日均	d	2	0.000013
日用品	n	2	0.000013
融合	vd	2	0.000013
柔性	n	2	0.000013
乳制品	n	2	0.000013
入口	n	2	0.000013
入学率	n	2	0.000013
软件业	n	2	0.000013
弱势	n	2	0.000013
三期	b	2	0.000013
三维	mq	2	0.000013
三子	n	2	0.000013
商业性	n	2	0.000013
商用	b	2	0.000013
上汽	n	2	0.000013
上下	n	2	0.000013
上学	vi	2	0.000013
涉水	v	2	0.000013
身份证	n	2	0.000013
身心	n	2	0.000013
深厚	a	2	0.000013
深夜	t	2	0.000013
声像	n	2	0.000013
生猪	n	2	0.000013
升值	vi	2	0.000013
胜利	vd	2	0.000013
施行	vn	2	0.000013
十九	m	2	0.000013
石门	n	2	0.000013
时效性	n	2	0.000013
食堂	n	2	0.000013
食用	vn	2	0.000013
实惠	a	2	0.000013
实惠	an	2	0.000013
实力	n	2	0.000013
实体	n	2	0.000013
实现	vn	2	0.000013
识别	v	2	0.000013
使得	vi	2	0.000013
使用者	n	2	0.000013
始终	d	2	0.000013
事后	t	2	0.000013
事实	n	2	0.000013
适度	ad	2	0.000013
市场化	v	2	0.000013
市场价	n	2	0.000013
市内	s	2	0.000013
市区	s	2	0.000013
市中心	s	2	0.000013
室外	s	2	0.000013
试点	vi	2	0.000013
试剂	n	2	0.000013
试验区	n	2	0.000013
收集	vn	2	0.000013
收银	vn	2	0.000013
寿险	n	2	0.000013
受伤	vi	2	0.000013
梳理	vn	2	0.000013
输变电	vn	2	0.000013
书记	n	2	0.000013
熟悉	v	2	0.000013
树立	v	2	0.000013
树枝	n	2	0.000013
数据表	n	2	0.000013
双方	n	2	0.000013
双向	b	2	0.000013
水产品	n	2	0.000013
水利部	nt	2	0.000013
水路	n	2	0.000013
水网	n	2	0.000013
水中	s	2	0.000013
税额	n	2	0.000013
税赋	n	2	0.000013
说明	n	2	0.000013
四星级	b	2	0.000013
俗称	v	2	0.000013
诉讼	vn	2	0.000013
算法	n	2	0.000013
所得	n	2	0.000013
所属	v	2	0.000013
所以	c	2	0.000013
台阶	n	2	0.000013
太平洋	ns	2	0.000013
态度	n	2	0.000013
探索	vn	2	0.000013
特奥	nrf	2	0.000013
特殊教育	nl	2	0.000013
特种	b	2	0.000013
条块结合	vl	2	0.000013
听说	v	2	0.000013
听证	vn	2	0.000013
停车场	n	2	0.000013
停止	v	2	0.000013
停滞	vi	2	0.000013
通关	vn	2	0.000013
通往	v	2	0.000013
通知书	n	2	0.000013
同级	vn	2	0.000013
同时	d	2	0.000013
图书	n	2	0.000013
推介	v	2	0.000013
推进	vn	2	0.000013
拖欠	v	2	0.000013
外币	n	2	0.000013
外籍	n	2	0.000013
外交部	nt	2	0.000013
完整	ad	2	0.000013
晚上	t	2	0.000013
万能	b	2	0.000013
网点	n	2	0.000013
网球场	n	2	0.000013
网址	n	2	0.000013
旺盛	a	2	0.000013
忘记	v	2	0.000013
危旧房	n	2	0.000013
危险	an	2	0.000013
违法	vd	2	0.000013
违规	v	2	0.000013
违章	vd	2	0.000013
为何	ryv	2	0.000013
为止	u	2	0.000013
维持	v	2	0.000013
委派	vn	2	0.000013
伟大	a	2	0.000013
卫生室	n	2	0.000013
文化部	nt	2	0.000013
文化馆	n	2	0.000013
文汇报	nz	2	0.000013
文体	n	2	0.000013
稳固	a	2	0.000013
稳妥	ad	2	0.000013
无偿	d	2	0.000013
无法	vd	2	0.000013
物价局	n	2	0.000013
西北	s	2	0.000013
西部	f	2	0.000013
西科姆	nrf	2	0.000013
牺牲	v	2	0.000013
系数	n	2	0.000013
系统性	n	2	0.000013
细致	a	2	0.000013
下降	vn	2	0.000013
下面	f	2	0.000013
下设	v	2	0.000013
下限	n	2	0.000013
下载	v	2	0.000013
夏季	t	2	0.000013
鲜明	a	2	0.000013
限度	n	2	0.000013
限制	vn	2	0.000013
相当	d	2	0.000013
相互	b	2	0.000013
相应	vn	2	0.000013
详细	ad	2	0.000013
响应	vn	2	0.000013
销售员	n	2	0.000013
消费者	n	2	0.000013
校园	n	2	0.000013
效用	n	2	0.000013
鞋业	n	2	0.000013
协助	v	2	0.000013
协作	vd	2	0.000013
携带	v	2	0.000013
新村	n	2	0.000013
新高	n	2	0.000013
新华	nz	2	0.000013
新式	a	2	0.000013
新闻	n	2	0.000013
新宇箴	nr	2	0.000013
信任	vn	2	0.000013
星期二	t	2	0.000013
星期五	t	2	0.000013
兴办	v	2	0.000013
形象	n	2	0.000013
行使	v	2	0.000013
行政性	n	2	0.000013
姓名	n	2	0.000013
休息	v	2	0.000013
修订	v	2	0.000013
修订	vn	2	0.000013
修复	v	2	0.000013
修理	v	2	0.000013
修理	vn	2	0.000013
许可	vi	2	0.000013
畜禽	n	2	0.000013
选址	vn	2	0.000013
学籍	n	2	0.000013
学徒	n	2	0.000013
巡展	vn	2	0.000013
迅速	ad	2	0.000013
亚太地区	n	2	0.000013
严肃	ad	2	0.000013
研制	v	2	0.000013
研制	vn	2	0.000013
延期	vd	2	0.000013
延续	v	2	0.000013
沿线	f	2	0.000013
演绎	v	2	0.000013
杨晓渡	nr	2	0.000013
扬言	v	2	0.000013
养殖	vn	2	0.000013
叶倩	nr	2	0.000013
液化	vn	2	0.000013
液化气	n	2	0.000013
一级	b	2	0.000013
一流	b	2	0.000013
一路	mq	2	0.000013
一下	mq	2	0.000013
一线	n	2	0.000013
依靠	v	2	0.000013
依赖	vn	2	0.000013
移民	n	2	0.000013
仪表	n	2	0.000013
以外	f	2	0.000013
艺术宫	n	2	0.000013
艺术馆	n	2	0.000013
义举	n	2	0.000013
异地	n	2	0.000013
因地制宜	vl	2	0.000013
因为	p	2	0.000013
应届	b	2	0.000013
营业	vi	2	0.000013
迎世博	nr	2	0.000013
拥有量	n	2	0.000013
永久	b	2	0.000013
用水	n	2	0.000013
优抚对象	n	2	0.000013
优惠	vd	2	0.000013
优良率	n	2	0.000013
优越	a	2	0.000013
由此	d	2	0.000013
游泳	vn	2	0.000013
游泳池	n	2	0.000013
有机肥	n	2	0.000013
有些	rz	2	0.000013
有形	b	2	0.000013
逾期	vi	2	0.000013
娱乐业	n	2	0.000013
预报	vn	2	0.000013
预审	vn	2	0.000013
预约	vn	2	0.000013
元器件	n	2	0.000013
园林	n	2	0.000013
愿意	v	2	0.000013
约定	v	2	0.000013
阅览室	n	2	0.000013
运动员	n	2	0.000013
运输量	n	2	0.000013
运维	nr2	2	0.000013
运转	vn	2	0.000013
运作	vi	2	0.000013
早期	f	2	0.000013
责任感	n	2	0.000013
怎么	ryv	2	0.000013
增大	v	2	0.000013
增收	vn	2	0.000013
赠送	v	2	0.000013
闸北	ns	2	0.000013
展开	v	2	0.000013
展览馆	n	2	0.000013
张全	nr	2	0.000013
张贴	v	2	0.000013
账单	n	2	0.000013
招商银行	nt	2	0.000013
招生	vi	2	0.000013
招展	vn	2	0.000013
照顾	v	2	0.000013
遮挡	v	2	0.000013
折合	v	2	0.000013
这个	rz	2	0.000013
真诚	a	2	0.000013
真假	n	2	0.000013
真皮	n	2	0.000013
真实	ad	2	0.000013
诊断	vn	2	0.000013
振群	nr2	2	0.000013
镇乡	nr2	2	0.000013
征求	v	2	0.000013
征税	vi	2	0.000013
整顿	v	2	0.000013
正确	a	2	0.000013
正式	a	2	0.000013
正义	n	2	0.000013
政企	n	2	0.000013
证件	n	2	0.000013
证照	n	2	0.000013
支援	vn	2	0.000013
支柱	n	2	0.000013
知名	a	2	0.000013
知青	n	2	0.000013
职教	n	2	0.000013
直拨	vn	2	0.000013
植物油	n	2	0.000013
值班	vn	2	0.000013
指导价	n	2	0.000013
旨在	v	2	0.000013
至少	d	2	0.000013
致电	v	2	0.000013
置身	v	2	0.000013
置业	n	2	0.000013
制定	vn	2	0.000013
制度化	vn	2	0.000013
制衡	vn	2	0.000013
制品	n	2	0.000013
制式	n	2	0.000013
智能化	v	2	0.000013
质检员	n	2	0.000013
治本	vi	2	0.000013
中发	nz	2	0.000013
中环	s	2	0.000013
中级	b	2	0.000013
中试	vn	2	0.000013
中午	t	2	0.000013
中转	vn	2	0.000013
重叠	vi	2	0.000013
重新	d	2	0.000013
周年	q	2	0.000013
周岁	q	2	0.000013
轴承	n	2	0.000013
诸多	m	2	0.000013
主业	n	2	0.000013
著作	n	2	0.000013
助力	b	2	0.000013
住户	n	2	0.000013
驻地	n	2	0.000013
专柜	n	2	0.000013
专科学校	nl	2	0.000013
专卖店	n	2	0.000013
专门	d	2	0.000013
专用道	n	2	0.000013
专职	b	2	0.000013
砖头	n	2	0.000013
转型	v	2	0.000013
装配	vn	2	0.000013
追求	vn	2	0.000013
追踪	vd	2	0.000013
准则	n	2	0.000013
卓越	a	2	0.000013
资费	n	2	0.000013
自查	v	2	0.000013
自动化	vn	2	0.000013
自觉	ad	2	0.000013
自律	vi	2	0.000013
自然灾害	nl	2	0.000013
自用	vn	2	0.000013
自治	vn	2	0.000013
自主权	n	2	0.000013
宗教	n	2	0.000013
综合	v	2	0.000013
总经理	n	2	0.000013
总收入	n	2	0.000013
总支出	n	2	0.000013
纵深	n	2	0.000013
租借	v	2	0.000013
组织化	vn	2	0.000013
遵守	v	2	0.000013
遵循	v	2	0.000013
作业	n	2	0.000013
座椅	n	2	0.000013
亟待	v	2	0.000013
0.08亿	m	1	0.000007
0.34亿	m	1	0.000007
0.35亿	m	1	0.000007
0.57亿	m	1	0.000007
0.69亿	m	1	0.000007
0.71亿	m	1	0.000007
08月	t	1	0.000007
0万	m	1	0.000007
1+3	m	1	0.000007
1.06万	m	1	0.000007
1.08亿	m	1	0.000007
1.0亿	m	1	0.000007
1.16万	m	1	0.000007
1.17亿	m	1	0.000007
1.1万	m	1	0.000007
1.24亿	m	1	0.000007
1.2万亿	m	1	0.000007
1.34亿	m	1	0.000007
1.39亿	m	1	0.000007
1.42亿	m	1	0.000007
1.45亿	m	1	0.000007
1.48亿	m	1	0.000007
1.4万	m	1	0.000007
1.55亿	m	1	0.000007
1.5万亿	m	1	0.000007
1.61亿	m	1	0.000007
1.63亿	m	1	0.000007
1.65亿	m	1	0.000007
1.67万	m	1	0.000007
1.68亿	m	1	0.000007
1.6亿	m	1	0.000007
1.77亿	m	1	0.000007
1.9亿	m	1	0.000007
10.05亿	m	1	0.000007
10.08亿	m	1	0.000007
10.25亿	m	1	0.000007
10.27亿	m	1	0.000007
10.52万	m	1	0.000007
10.61亿	m	1	0.000007
10.81万	m	1	0.000007
10.8亿	m	1	0.000007
100.2亿	m	1	0.000007
100.46亿	m	1	0.000007
100.9亿	m	1	0.000007
1008.59亿	m	1	0.000007
10089.44亿	m	1	0.000007
1009.72亿	m	1	0.000007
100Mbps	n	1	0.000007
100亿	m	1	0.000007
101.6亿	m	1	0.000007
10159.34亿	m	1	0.000007
10168.52亿	m	1	0.000007
1016万	m	1	0.000007
101万	m	1	0.000007
1029.73亿	m	1	0.000007
103.11亿	m	1	0.000007
10324.12亿	m	1	0.000007
1038.61亿	m	1	0.000007
103万	m	1	0.000007
104.8亿	m	1	0.000007
1042.43亿	m	1	0.000007
105.8亿	m	1	0.000007
106亿	m	1	0.000007
107.8亿	m	1	0.000007
1071.17万	m	1	0.000007
1072.1亿	m	1	0.000007
108.4亿	m	1	0.000007
109.2万	m	1	0.000007
1090万	m	1	0.000007
1093万	m	1	0.000007
1096亿	m	1	0.000007
10：45—12：15	m	1	0.000007
11.02万	m	1	0.000007
11.1亿	m	1	0.000007
11.2亿	m	1	0.000007
11.47亿	m	1	0.000007
11.5亿	m	1	0.000007
11.74万	m	1	0.000007
11.83亿	m	1	0.000007
11.9亿	m	1	0.000007
110.5亿	m	1	0.000007
1100.01亿	m	1	0.000007
1104.87亿	m	1	0.000007
1107.04万	m	1	0.000007
110万	m	1	0.000007
111.8亿	m	1	0.000007
1117.85亿	m	1	0.000007
111万	m	1	0.000007
112.63亿	m	1	0.000007
1120.05亿	m	1	0.000007
112亿	m	1	0.000007
113.26亿	m	1	0.000007
113.7万	m	1	0.000007
1132万	m	1	0.000007
1136.29亿	m	1	0.000007
114.07亿	m	1	0.000007
114.1亿	m	1	0.000007
1145万	m	1	0.000007
11495.91万	m	1	0.000007
1149万	m	1	0.000007
114万	m	1	0.000007
115.5亿	m	1	0.000007
1152万	m	1	0.000007
1156.8万	m	1	0.000007
11640.08万	m	1	0.000007
1166亿	m	1	0.000007
1167.92亿	m	1	0.000007
1167亿	m	1	0.000007
116万	m	1	0.000007
118.4亿	m	1	0.000007
118.6亿	m	1	0.000007
1185.5万	m	1	0.000007
11887.81亿	m	1	0.000007
11日	t	1	0.000007
12.11万	m	1	0.000007
12.5万	m	1	0.000007
12.5亿	m	1	0.000007
12.68万	m	1	0.000007
12.6亿	m	1	0.000007
12.72亿	m	1	0.000007
12.7万	m	1	0.000007
12.7亿	m	1	0.000007
12000亿	m	1	0.000007
12004-2006	m	1	0.000007
12019.86亿	m	1	0.000007
1202.54亿	m	1	0.000007
12060.76亿	m	1	0.000007
1214万	m	1	0.000007
122.39万	m	1	0.000007
1220.6亿	m	1	0.000007
